codigo_postal;ciudad
15564;Suomonte
15564;Labacencos
15564;Vilasanchez
15564;Porto Da Pena
15564;Entrambas Rias
15564;Foxo De Arriba
15564;Fonte De Agosto
15564;Cardal De Abaixo
15564;Cardal De Arriba
15564;Vidueiro (Moeche)
15564;Vilapedre (Moeche)
15564;Santa Cruz De Moeche
15564;Cal (Santa Cruz De Moeche)
15564;Iglesia (Santa Cruz Moeche)
15564;Rega (Santa Cruz De Moeche)
15564;Campo (Santa Cruz De Moeche)
15564;Fonte (Santa Cruz De Moeche)
15564;Fraga (Santa Cruz De Moeche)
15564;Graña (Santa Cruz De Moeche)
15564;Lagoa (Santa Cruz De Moeche)
15564;Loira (Santa Cruz De Moeche)
15564;Loureiro (Santa Cruz Moeche)
15564;Panda (Santa Cruz De Moeche)
15564;Senra (Santa Cruz De Moeche)
15564;Veiga (Santa Cruz De Moeche)
15564;Vilar (Santa Cruz De Moeche)
15564;Castro (Santa Cruz De Moeche)
15564;Moeche (Santa Cruz De Moeche)
15564;Castros (Santa Cruz De Moeche)
15564;Hermida (Santa Cruz De Moeche)
15564;Pallota (Santa Cruz De Moeche)
15564;Peteiro (Santa Cruz De Moeche)
15564;Retorno (Santa Cruz De Moeche)
15564;Riveira (Santa Cruz De Moeche)
15564;Tellado (Santa Cruz De Moeche)
15564;Albariza (Santa Cruz De Moeche)
15564;Casanova (Santa Cruz De Moeche)
15564;Confurco (Santa Cruz De Moeche)
15564;Pedregal (Santa Cruz De Moeche)
15564;Abelleira (Santa Cruz De Moeche)
15564;Carracedo (Santa Cruz De Moeche)
15564;Vieteiras (Santa Cruz De Moeche)
15564;Lavandeira (Santa Cruz De Moeche)
15564;Ramisquido (Santa Cruz De Moeche)
15564;Casadarriba (Santa Cruz De Moeche)
15564;Casatellada (Santa Cruz De Moeche)
15564;Rio Da Vila (Santa Cruz De Moeche)
15564;Aquela Banda (Santa Cruz De Moeche)
15564;Ponte De Pedra (Santa Cruz De Moeche)
15565;Escalo
15565;Poelle
15565;Trigal
15565;Escoelo
15565;Gradaoi
15565;Parañoi
15565;Recemel
15565;Sueiras
15565;Tiquion
15565;Graxoiba
15565;Guntille
15565;Martinga
15565;Xibarido
15565;Abosendos
15565;Comeijoro
15565;Fonticoba
15565;Gradaille
15565;Tringuion
15565;Vilachave
15565;Conceijoso
15565;Enfestados
15565;Pradavella
15565;Coto De Salas
15565;Agra (Somozas)
15565;Chao (Somozas)
15565;Foxo (Somozas)
15565;Rego (Somozas)
15565;Campo (Somozas)
15565;Fraga (Somozas)
15565;Novas (Somozas)
15565;Prada (Somozas)
15565;Torre (Somozas)
15565;Baiuca (Somozas)
15565;Cargas (Somozas)
15565;Garita (Somozas)
15565;Penela (Somozas)
15565;Queira (Somozas)
15565;Abeledo (Somozas)
15565;Castelo (Somozas)
15565;Fontelo (Somozas)
15565;Iglesia (Somozas)
15565;Machuco (Somozas)
15565;Pallota (Somozas)
15565;Pereiro (Somozas)
15565;Barreira (Somozas)
15565;Casanova (Somozas)
15565;Cerdeira (Somozas)
15565;Cortiñas (Somozas)
15565;Moimento (Somozas)
15565;Nogueira (Somozas)
15565;Seixidal (Somozas)
15565;Suarriba (Somozas)
15565;Teixeiro (Somozas)
15565;As Somozas (Ferrol)
15565;Loureiros (Somozas)
15565;Pastoriza (Somozas)
15565;San Roque (Somozas)
15565;San Estevo (Somozas)
15565;Carballeira (Somozas)
15565;Ramisqueira (Somozas)
15566;Bordos
15566;Silbao
15566;Silvao
15566;Cardejo
15566;Caburnas
15566;Vuiteiro
15566;Enchousas
15566;Areas De Abaixo
15566;Areas De Arriba
15566;Rua (Enchousas)
15566;Cruz (Enchousas)
15566;Calvo (Enchousas)
15566;Cobos (Enchousas)
15566;Couce (Enchousas)
15566;Fonte (Enchousas)
15566;Vilar (Enchousas)
15566;Cabana (Enchousas)
15566;Campos (Enchousas)
15566;Capela (Enchousas)
15566;Pedron (Enchousas)
15566;Cabalar (Enchousas)
15566;Tellado (Enchousas)
15566;Viduido (Enchousas)
15566;Cerdeira (Enchousas)
15566;Queiruga (Enchousas)
15566;Vieiteiro (Enchousas)
15566;Caxigueira (Enchousas)
15567;Doces
15567;Latas
15567;Xunco
15567;Argana
15567;Marban
15567;Morado
15567;Acevido
15567;Caspita
15567;Asadoira
15567;Casareos
15567;Abeleiral
15567;Aveleiras
15567;Camparado
15567;Carabullo
15567;Pendopazo
15567;Santachon
15567;Carrilnovo
15567;Cernamoura
15567;Mariadamido
15567;Caldahortiga
15567;Chao (Seixas)
15567;Pino (Seixas)
15567;Rego (Seixas)
15567;Costa (Seixas)
15567;Panda (Seixas)
15567;Serra (Seixas)
15567;Souto (Seixas)
15567;Vilar Da Fraga
15567;Capela (Seixas)
15567;Rego Do Frondal
15567;Seixas (Seixas)
15567;A Meira (Seixas)
15567;Pousada (Seixas)
15567;Riveira (Seixas)
15567;Canteira (Seixas)
15567;Fragacha (Seixas)
15567;Ramallal (Seixas)
15567;A Iglesia (Seixas)
15567;Airabella (Seixas)
15567;Bustabade (Seixas)
15567;Cabalares (Seixas)
15567;Esfarrapa (Seixas)
15567;Corredoira (Seixas)
15567;Ramisquido (Seixas)
15567;Souto Chao (Seixas)
15568;Toca
15568;Espiga
15568;Esteve
15568;Lavila
15568;Leiron
15568;Condado
15568;Lafonte
15568;Laveiga
15568;Moninos
15568;Portelo
15568;Suinlle
15568;Calbelas
15568;Espariza
15568;Pendrade
15568;Perillon
15568;Vilastriz
15568;Tafornelos
15568;Couce Vilas
15568;Machuconovo
15568;Paleira Nova
15568;Couce Do Baño
15568;Coto (Recemel)
15568;Porto Dos Bois
15568;Santa Cristina
15568;Vila (Recemel)
15568;Casas (Recemel)
15568;Porta (Recemel)
15568;Pumar (Recemel)
15568;Souto (Recemel)
15568;Veiga (Recemel)
15568;Vilar (Recemel)
15568;Cabaza (Recemel)
15568;Rodela (Recemel)
15568;Seixas (Recemel)
15568;A Meira (Recemel)
15568;Bacelar (Recemel)
15568;Machuco (Recemel)
15568;Outeiro (Recemel)
15568;Paleira (Recemel)
15568;Retorta (Recemel)
15568;Cabanela (Recemel)
15568;Casanova (Recemel)
15568;Cortella (Recemel)
15568;Iglesia (Recemell)
15568;Teixeiro (Recemil)
15568;Freixeiro (Recemel)
15568;San Pedro (Recemel)
15568;San Estevo (Recemel)
15568;Pena De Eiriz (Recemel)
15569;Rozo
15569;Toree
15569;Barbas
15569;Escote
15569;Espino
15569;Nestas
15569;Agreste
15569;Boneiro
15569;Casares
15569;Faguelo
15569;Lubeira
15569;Cuqueira
15569;Curutelo
15569;Navallos
15569;Pereiros
15569;Avispeira
15569;Paradegua
15569;Rexedoira
15569;Abruñeiros
15569;Barqueira, A
15569;Alto Da Mina
15569;Barbelas (2)
15569;Poza Da Auga
15569;Sosloureiros
15569;Cruz Encarnada
15569;Barqueira Vella
15569;Lamigueiro Novo
15569;Pedras Chantada
15569;Rego De Madeira
15569;Campo Da Iglesia
15569;Covelo (Casares)
15569;Lamigueiro Vello
15569;Casanova (Casares)
15569;Seidixal (Casares)
15569;A Garita (Barqueira
15569;Bordo (Casares, Os)
15569;Feal (Barqueira, A)
15569;Ulfe (Barqueira, A)
15569;Abelleira De Abaixo
15569;Abelleira De Arriba
15569;Calmourel (Casares)
15569;Carballas (Casares)
15569;Aldar (Barqueira, A)
15569;Campos (Casares, Os)
15569;Fragas (Casares, Os)
15569;Penas (Barqueira, A)
15569;Porto (Barqueira, A)
15569;Rañoa (Barqueira, A)
15569;Casaldalla De Arriba
15569;Castros (Labarquera)
15569;Calvela (Casares, Os)
15569;Candal (Barqueira, A)
15569;Guelle (Barqueira, A)
15569;Outeiro (Casares, Os)
15569;Seoane (Barqueira, A)
15569;Boucido (Barqueira, A)
15569;Cabanas (Barqueira, A)
15569;Felgosa (Barqueira, A)
15569;Folgosa (Barqueira, A)
15569;Paleira (Barqueira, A)
15569;Paraiso (Barqueira, A)
15569;Cancelas (Barqueira, A)
15569;Casanova (Barqueira, A)
15569;Riovello (Barqueira, A)
15569;Travesas (Barqueira, A)
15569;Casavella (Barqueira, A)
15569;Montillon (Barqueira, A)
15569;Painceira (Barqueira, A)
15569;Riva De Abaixo (Casares)
15569;Riva De Arriba (Casares)
15569;Carreiro Da Bola (Casares)
15569;Soutullo (Santa Cruz Moeche)
15569;Sete De Abaixo (Barqueira, A)
15569;Sete De Arriba (Barqueira, A)
15570;Naron
15570;Xubia
15570;Casadelos-Xubia
15570;Vista Alegre (Doso-Naron)
15572;Agras
15572;Ponto
15572;Ansede
15572;Forcas
15572;Lagoas
15572;Amenadas
15572;Barracons
15572;Cerrallon
15572;Feal (Xubia)
15572;Bico Do Souto
15572;Cobas (Xubia)
15572;Piñon (Xubia)
15572;Cadaval (Xubia)
15572;Casilla (Xubia)
15572;Cruz Dos Caidos
15572;Gandara (Xubia)
15572;Revolta (Xubia)
15572;Piñeiros (Xubia)
15572;Ferrerias (Xubia)
15572;Freixeiro (Naron)
15572;Freixeiro (Xubia)
15572;San Roque (Xubia)
15572;Telleiras (Xubia)
15572;Castiñeiro (Xubia)
15572;San Clemente (Xubia)
15576;Neiras
15576;Correlo
15576;Lauriao
15576;Narahio
15576;Vilaria
15576;Eirixado
15576;Pradella
15576;Avelleira
15576;Fondalada
15576;Rio Limpo
15576;Gundisalva
15576;Penavidreira
15576;Cal (Narahio)
15576;Campo Ladrado
15576;Chao (Narahio)
15576;Foxo De Abaixo
15576;Pena (Narahio)
15576;Pico (Narahio)
15576;Vila (Narahio)
15576;Batan (Narahio)
15576;Campo (Narahio)
15576;Foxos De Arriba
15576;Monte (Narahio)
15576;Barcia (Narahio)
15576;Fontan (Narahio)
15576;Fontao (Narahio)
15576;Freixo (Narahio)
15576;Furado (Narahio)
15576;Pielas (Narahio)
15576;Cabanas (Narahio)
15576;Castelo (Narahio)
15576;Cernada (Narahio)
15576;Fontela (Narahio)
15576;Longara (Narahio)
15576;Lourido (Narahio)
15576;Paraños (Narahio)
15576;Piñeiro (Narahio)
15576;Quintia (Narahio)
15576;Cancelas (Narahio)
15576;Casanova (Narahio)
15576;Cortella (Narahio)
15576;Ferreira (Narahio)
15576;Fraguela (Narahio)
15576;Freixo (As Pontes)
15576;Naveiras (Narahio)
15576;Pereiras (Narahio)
15576;Saldoiro De Abaixo
15576;Saldoiro De Arriba
15576;Abelleira (Narahio)
15576;Penamoura (Narahio)
15576;Pousadoiro (Narahio)
15576;Casilla De Peñavidreir
15576;Camiño Grande (Narahio)
15576;Fontela De Arriba (Narahio)
15577;Anca
15577;Arda
15577;Doso
15577;Bazon
15577;Llano
15577;Santa
15577;Bacela
15577;Bernes
15577;Braria
15577;Gaibas
15577;Latedo
15577;Tortas
15577;Tortos
15577;Cabrita
15577;Galanos
15577;Paderno
15577;Abuinoso
15577;Cobeluda
15577;Rio Cobo
15577;Toeleira
15577;Berdiscal
15577;Verdescal
15577;Chisqueira
15577;Chao De Dos
15577;Coto (Neda)
15577;Fonte Vella
15577;Porta Vasoa
15577;Aguas (Neda)
15577;Atrio (Neda)
15577;Forxa (Neda)
15577;Iglesiavieja
15577;Silva (Neda)
15577;Bargo Segundo
15577;Bouzarredonda
15577;Corras (Neda)
15577;Cruz Do Pouso
15577;Castros (Neda)
15577;Florida (Neda)
15577;Combarro (Neda)
15577;Balbis De Abaixo
15577;Balbis De Arriba
15577;Fabrica Do Monte
15577;Puntal De Abaixo
15577;Puntal De Arriba
15577;Mourela De Arriba
15577;Nogueirido (Neda)
15577;San Isidro (Neda)
15577;Fabrica De Labaora
15577;San Antonio (Neda)
15577;Braña (Vista Alegre)
15577;Cal (Cruz Del Pouso)
15577;Cobos (Vista Alegre)
15577;Costa (Vista Alegre)
15577;Pedros (Vista Alegre)
15577;Picota (Vista Alegre)
15577;Pielas (Vista Alegre)
15577;Sandes (Vista Alegre)
15577;Bustelo (Vista Alegre)
15577;Cabezin (Vista Alegre)
15577;Liñares (Vista Alegre)
15577;Casanova (Vista Alegre)
15577;Gandarela (Vista Alegre)
15577;Torrentes (Vista Alegre)
15577;Pouso Vello (Vista Alegre)
15577;Vidueiros (Vista Alegre Cruz De)
15577;Escorial (Vista Alegre-Cruz Do Pouso)
15577;Cerdeiras (Vista Alegre-Cruz Do Pouso)
15577;Trasmonte (Vista Alegre-Cruz Do Pouso)
15578;Mata
15578;Gadoy
15578;Godos
15578;Nelle
15578;Vicas
15578;Forxas
15578;Agrande
15578;Berruga
15578;Sobecos
15578;Agramonte
15578;Pena Parda
15578;Penadembade
15578;Costa (Naron)
15578;Fraga (Naron)
15578;Venta (Naron)
15578;Vilar (Naron)
15578;Areosa (Naron)
15578;Castro (Naron)
15578;Chousa (Naron)
15578;Calle Das Rocas
15578;Campo Das Ratas
15578;Carella (Naron)
15578;Fernande (Naron)
15578;Pumariño (Naron)
15578;Sequeiro (Naron)
15578;Telleira (Naron)
15578;A Iglesia (Naron)
15578;Borreiros (Naron)
15578;Iglesario (Naron)
15578;San Xiao De Naron
15578;Borrallada (Naron)
15578;Carballosa (Naron)
15578;San Xulian De Naron
15579;Foxos
15579;Canido
15579;Canton
15579;Lobeira
15579;Roxal, O
15579;Muchiqueira
15579;Viladonelle
15579;Vila De Anca
15579;Porta De Pena
15579;Castro (Roxal)
15579;Cheda (Roxal, O)
15579;Vilar (Roxal, O)
15579;Lodeiro (Roxal, O)
15579;Parte De Casadelos
15579;Fervenza (Roxal, O)
15579;Fraguela (Roxal, O)
15579;Maciñeira (Roxal, O)
15579;Mosteiron (Roxal, O)
15579;Chao De Aldea (Roxal, O)
15580;Amido
15580;Tiraz
15580;Armida
15580;Capelo
15580;Carrio
15580;Grauxa
15580;Idreiro
15580;Pedrira
15580;Tesouro
15580;Solposto
15580;Carboados
15580;Gaiteiros
15580;Penalonga
15580;Soperredo
15580;Albigueira
15580;Arvigueira
15580;Cargadoiro
15580;Miguelares
15580;Penadameda
15580;Pradovello
15580;Remecieiro
15580;Iglesiafeita
15580;Fonte Taberna
15580;A Fraga (Mandia)
15580;Regueiro (Cabado)
15580;Coto (Iglesiafeita)
15580;Cando (Iglesiafeita)
15580;Couce (Iglesiafeita)
15580;Fraga (Iglesiafeita)
15580;Lombo (Iglesiafeita)
15580;Torre (Iglesiafeita)
15580;Vilar (Iglesiafeita)
15580;Castro (Iglesiafeita)
15580;Coruxa (Iglesiafeita)
15580;Granxa (Iglesiafeita)
15580;Hermida (Iglesiafeita)
15580;Navallo (Iglesiafeita)
15580;Outeiro (Iglesiafeita)
15580;Pallota (Iglesiafeita)
15580;Riveira (Iglesiafeita)
15580;Camposa (Iglesiasfeita)
15580;Fervenza (Iglesiafeita)
15580;Fraguela (Iglesiafeita)
15580;Lamestra (Iglesiafeita)
15580;Pedreira (Iglesiafeita)
15580;Ramadela (Iglesiafeita)
15580;Soutullo (Iglesiafeita)
15580;Costeiras (Iglesiafeita)
15580;Fraganova (Iglesiafeita)
15580;Castiñeira (Iglesiafeita)
15580;Pedramaior (Iglesiafeita)
15580;Vilarbello (Iglesiafeita)
15580;Bouza Maior (Iglesiafeita)
15580;Casatellada (Iglesiafeita)
15580;Camiño (Iglesia Feita Grande)
15582;Higoso
15582;Regoña
15582;Ceramica
15582;Toiverde
15582;Tuiverde
15582;Almigonde
15582;Empedrada
15582;Castrillos
15582;Pe Do Monte
15582;Paleira Bella
15582;Freixo (Lamas)
15582;Fontela (Lamas)
15582;Gruñido (Lamas)
15582;Seixo (Espiñaredo)
15582;Capela (Espiñaredo)
15582;Sumeiro (Espiñeredo)
15582;Pumariño (Espiñaredo)
15582;A Iglesia (Espiñaredo)
15582;Carballal (Espiñaredo)
15582;Carboeiro (Espiñaredo)
15582;Campo De Chao (Espiñar)
15587;Pedroso (Naron)
15590;Os Landroves
15590;A Cabana (Graña
15590;A Graña (Ferrol)
15590;Brion (Graña, A)
15590;Martin (Graña, A)
15590;Os Corrales (Graña
15590;Cabreira (Graña, A)
15590;San Antonio (Graña, A)
15590;Barca De Abaixo (Graña, A)
15591;Pescante
15591;Malata, A
15591;San Felipe
15591;Os Corrales
15591;Custa Brava
15591;Montecuruto
15591;Feira Do Dous
15591;Costa De Chamorro
15591;Liñares (San Felipe)
15591;San Cristobo (San Felipe)
15592;Ariz
15592;Arealba
15592;Canecha
15592;Priagal
15592;Fontaiña
15592;Pragaiño
15592;Calle Nova
15592;Rio Do Muiño
15592;Vila Da Area
15592;Casas (Mariña, A)
15592;Picho (Mariña, A)
15592;Souto (Mariña, A)
15592;San Pedro (Mandia)
15592;San Xurxo Da Mariña
15592;San Xurxo, De, Praia
15592;Telleira (Mariña, A)
15592;Pardiñeira (Mariña, A)
15592;Vila Da Iglesia (Ferrol)
15593;Croa
15593;Balon
15593;Atarre
15593;Pieiro
15593;Doniños
15593;Cal (Balon)
15593;Coto (Balon)
15593;Balon (Bello)
15593;Fonta (Balon)
15593;Fonte (Balon)
15593;Monte Ventoso
15593;Mouga (Balon)
15593;Barcia (Balon)
15593;Castro (Balon)
15593;Chousa (Balon)
15593;Curras (Balon)
15593;Barca De Arriba
15593;Camiño Da Fonte
15593;Outeiro (Balon)
15593;Paredes (Balon)
15593;Pereira (Balon)
15593;Confurco (Balon)
15593;Fontemaior (Balon)
15593;A Espiñeira (Mandia)
15593;Barca De Abaixo (Balon)
15593;Souto De Arriba (Balon)
15594;Cos
15594;Prior
15594;Raxon
15594;Migoes
15594;Caeiras
15594;Curtiña
15594;Esmelle
15594;Os Casas
15594;Campoles
15594;Campotes
15594;Rioxunto
15594;Soagraña
15594;Suagraña
15594;Apescadora
15594;Faro Prior
15594;Pedregosas
15594;Casa Cereixo
15594;Cuartilillos
15594;Tralo Castro
15594;Aldea (Cobas)
15594;Buide (Cobas)
15594;Cha De Mariña
15594;Modia (Covas)
15594;Mouga (Covas)
15594;Pedra (Covas)
15594;Piñon (Covas)
15594;Pozas (Covas)
15594;Vilar (Covas)
15594;Chalet Fajardo
15594;Acosta (Cobas)
15594;Barcia (Cobas)
15594;Cobas (Ferrol)
15594;Fonte Do Conde
15594;Longra (Covas)
15594;Xuncal (Covas)
15594;Aniros (Ferrol)
15594;Cabazas (Cobas)
15594;Iglesia (Covas)
15594;Ludeiro (Covas)
15594;Barreira (Cobas)
15594;Barreiro (Cobas)
15594;Cocheira (Cobas)
15594;Cruceiro (Cobas)
15594;Fraga (Serantes)
15594;Pedreira (Covas)
15594;Pontigas (Covas)
15594;Os Curras (Cobas)
15594;Salgueiro (Covas)
15594;Abelleira (Ferrol)
15594;Castiñeira (Cobas)
15594;Codesal (Serantes)
15594;Cobarredeira (Ferrol)
15595;Opaz
15595;Papy
15595;Acruz
15595;Apedra
15595;Mandia
15595;Ocampo
15595;Casal, O
15595;Boucella
15595;Pulmariño
15595;Orregaledo
15595;Cha (Mandia)
15595;Seixo Blanco
15595;Rilo (Mandia)
15595;Agra De Mandia
15595;Fonta (Mandia)
15595;Vilela (Mandia)
15595;Agra De Marmacon
15595;Bustelo (Mandia)
15595;Fontela (Mandia)
15595;Machuco (Mandia)
15595;Outeiro (Mandia)
15595;Taboada (Mandia)
15595;Confurco (Mandia)
15595;Cotillon (Mandia)
15595;Apedreira (Mandia)
15595;Bailadora (Mandia)
15595;Ferreiros (Mandia)
15595;Marmancon (Mandia)
15595;A Pedreira (Mandia)
15595;Muiño Do Vento (Mandia)
15595;Seixo Blanco (Santa Uxia Mandia)
15596;Giobe
15596;Sabin
15596;Sedes
15596;Boeira
15596;Laguela
15596;Placente
15596;Jabroeira
15596;Martianes
15596;Camiñonovo
15596;Vilallonte
15596;Rio Da Lousa
15596;Feira (Sedes)
15596;Rocha (Sedes)
15596;Camiño (Sedes)
15596;Prados (Sedes)
15596;Gandara (Sedes)
15596;Pereiro (Sedes)
15596;Revolta (Sedes)
15596;Carballo (Sedes)
15596;Cucheiro (Sedes)
15596;Freixido (Sedes)
15596;Pedreira (Sedes)
15596;Barreiros (Sedes)
15596;Eiravedra (Sedes)
15596;Figueiras (Sedes)
15596;Rapadoiro (Sedes)
15596;Borrallada (Sedes)
15596;Salgueiral (Sedes)
15596;Salgueiras (Sedes)
15596;Cantalarrana (Naron)
15597;Jaiva
15597;Soilan
15597;Combayo
15597;Pedroso
15597;Pradelo
15597;Cordeiras
15597;Rioboello
15597;Rio Do Couto
15597;Barrio Torres
15597;Carballofurado
15597;Pozo (Pedroso)
15597;Bazon De Abaixo
15597;Bazon De Arriba
15597;Catro (Pedroso)
15597;Faxin (Pedroso)
15597;Fraga (Pedroso)
15597;Gaiba (Pedroso)
15597;Graña (Pedroso)
15597;Muiño (Pedroso)
15597;Novas (Pedroso)
15597;Pedra (Pedroso)
15597;Pouso (Pedroso)
15597;Eirado (Pedroso)
15597;Castro Da Hermida
15597;Catasol (Pedroso)
15597;Gandara (Pedroso)
15597;Painzas (Pedroso)
15597;Pallota (Pedroso)
15597;Portela (Pedroso)
15597;Revolta (Pedroso)
15597;Casanova (Pedroso)
15597;Costeira (Pedroso)
15597;Estacion (Pedroso)
15597;Mosteiro (Pedroso)
15597;Piñeiros (Pedroso)
15597;Vacariza (Pedroso)
15597;Vidueiro (Pedroso)
15597;Cameleiro (Pedroso)
15597;Cerdeiras (Pedroso)
15597;Espiñeira (Pedroso)
15597;Loureiros (Pedroso)
15597;Pereiruga De Abaixo
15597;Pereiruga De Arriba
15597;Vidueiros (Pedroso)
15597;O Carballo (Pedroso)
15597;Congostras (Pedroso)
15597;Corredoira (Pedroso)
15597;Pouso Vello (Pedroso)
15597;Castro Abaixo (San Salvador-Pedroso-Naron)
15597;Castro Hermida (San Salvador-Pedroso-Naron)
15598;Sestol
15598;Tembras
15598;Carceiro
15598;Montaboi
15598;Santocabro
15598;Esfondelada
15598;Escoitadoiro
15598;Rega (Ferreira)
15598;Fonte San Pelaio
15598;Monte (Ferreira)
15598;Capela (Ferreira)
15598;Valiño (Ferreira)
15598;Chabola (Ferreira)
15598;Folgosa (Ferreira)
15598;Navallo (Ferreira)
15598;Pereiro (Ferreira)
15598;Cotillon (Ferreira)
15598;Loureiro (Ferreira)
15598;Pereiras (Ferreira)
15598;Picheira (Ferreira)
15598;Ramadela (Ferreira)
15598;Regueiro (Ferreira)
15598;Teixeiro (Ferreira)
15598;Carreiras (Ferreira)
15598;Pedreira (Extramundi)
15598;Pesegueiro (Ferreira)
15598;Ferreira (San Sadurniño)
15600;Aguabar
15600;Pontedeume
15608;Aurela
15608;Orela, A
15608;Centroña
15608;Riolongo
15608;Mediña, A
15608;Pillada, A
15608;San Cibrao
15608;Cabria Nova
15608;As Pontellas
15608;Cabria Vella
15608;Chao De Ombre
15608;Rega (Hombre)
15608;O Viso (Ombre)
15608;Campo (Hombre)
15608;Chousa Da Viña
15608;Goibe (Hombre)
15608;Castelo (Ombre)
15608;Esteiro (Ombre)
15608;Fonte De Hombre
15608;Barral De Abaixo
15608;Barral De Arriba
15608;Fonte De Castido
15608;Gunturiz (Ombre)
15608;Sobrado (Hombre)
15608;Filgueira (Ombre)
15608;Peteiro De Abaixo
15608;Cruz Do Cabildo, A
15608;San Cillao (Ombre)
15608;A Regueira (Hombre)
15608;A Viña (Nogueirosa)
15608;Bouza Longa (Ombre)
15608;Capela (Nogueirosa)
15608;Ombre (Santa Maria)
15608;A Graña (Nogueirosa)
15608;O Castro (Nogueirosa)
15608;O Silvar (Nogueirosa)
15608;Curbeira (Nogueirosa)
15608;O Lourido (Nogueirosa)
15608;O Peteiro (Nogueirosa)
15608;Nogueirosa (San Cosme)
15608;San Cosme (Nogueirosa)
15608;Figueirido (Nogueirosa)
15608;A Rega (Ombre-Santa Maria)
15608;Outeiro (Ombre-Santa Maria)
15608;Portela (Ombre-Santa Maria)
15608;O Barral (Nogueirosa-San Cosme)
15608;A Capela (Nogueirosa-San Cosme)
15608;O Ameneiral (Nogueirosa-San Cosme)
15609;Belo
15609;Andel
15609;Curio
15609;Vizus
15609;Arbosa
15609;Bizues
15609;Cobo, O
15609;Allares
15609;Andahio
15609;Balgote
15609;Bermaño
15609;Buzarda
15609;Fontina
15609;Nigrofe
15609;Vilanova
15609;San Bollo
15609;Herbosa, A
15609;Xabroal, O
15609;Caldeviñas
15609;Gonzalvo, O
15609;Pilleiro, O
15609;Berrugueiro
15609;Caldagueiro
15609;Sino (Perbes)
15609;Lugar Da Torre
15609;Lugar De Leira
15609;Lugar Do Curro
15609;Lugar Do Souto
15609;Rio De Bañobre
15609;Sixto (Perbes)
15609;Bufarda (Ombre)
15609;Corras (Perbes)
15609;Lugar Das Viñas
15609;O Sisto (Boebre)
15609;Abesada (Perbes)
15609;La Calle (Perbes)
15609;A Picota (Perbes)
15609;Boebre (Santiago)
15609;Castrelo (Perbes)
15609;Allon (Pontedeume)
15609;Perbes (San Pedro)
15609;Ventosa (Centroña)
15609;Monteagudo (Perbes)
15609;O Portiño (Centroña)
15609;San Xoan De Vilanova
15609;Perbes, De, Apeadeiro
15609;Barranqueira (Boebre)
15609;Ver (Boebre-Santiago)
15609;Centroña (Santa Maria)
15609;Parga (Boebre-Santiago)
15609;Graña (San Xoan Vilanova)
15609;O Xabroal (Boebre-Santiago)
15609;Campo De Cosme (Nogueirosa)
15609;Buiña (San Xoan De Vilanova)
15609;Couto (San Xoan De Vilanova)
15609;Lugar Modia (San Xoan De Vilanova)
15610;Eume
15610;Bediu
15610;Asurira
15610;Lousentin
15610;Portoliño
15610;Cangostras
15610;Teixidelos
15610;Vila De Neda
15610;Pazo (Goente)
15610;Casal (Goente)
15610;Painzas (Eume)
15610;Seixo (Goente)
15610;Veiga (Goente)
15610;Louseira (Eume)
15610;Iglesario (Eume)
15610;Meizoso (Goente)
15610;Azureira (Facira)
15610;Lousentin Pequeno
15611;Bouces
15611;Erines
15611;Canetas
15611;Martices
15611;Valedoso
15611;Traseiras
15611;Feal (Erines)
15611;Rivas (Erins)
15611;A Pena (Erins)
15611;A Meira (Erins)
15611;Balbis (Erines)
15611;Cotiño (Erines)
15611;Curras (Erines)
15611;Garcia (Erines)
15611;Porcar (Erines)
15611;Casilla (Erines)
15611;Iglesia (Erines)
15611;Casanova (Erines)
15611;Formariz (Erines)
15611;Piñeiros (Erines)
15611;Barqueiro (Erines)
15611;Casabella (Erines)
15611;Manxarin (Cabanas)
15611;Santa Cruz (Erines)
15611;Pedra Do Couto (Cabanas)
15611;Salto De Abaixo (Erines)
15611;Salto De Arriba (Erines)
15612;Orta
15612;Gobariz
15612;Reguela
15612;Sumiero
15612;Os Duras
15612;Sardiñas
15612;Soaserra
15612;Leiranova
15612;Chao De Cruz
15612;Lugar Do Paso
15612;Paz (Soaserra)
15612;Rua (Soaserra)
15612;Lagoa (Soaserra)
15612;Lamas (Soaserra)
15612;Serra (Soaserra)
15612;Barcia (Soaserra)
15612;Penela (Soaserra)
15612;O Monte (Soaserra)
15612;Lousada (Soaserra)
15612;Xavariz (Soaserra)
15612;Carretera (Reguela)
15612;Revoltas (Soaserra)
15612;Ameneiros (Soaserra)
15612;Cerdeiras (Soaserra)
15612;Iglesario (Soaserra)
15612;Lavandeira De Abaixo
15612;San Marcos (Soaserra)
15612;Lavandeira De Arriba (Soaserra)
15613;Lar
15613;Finde
15613;Arnoso
15613;Cenzoi
15613;Guille
15613;Peitas
15613;Brea, A
15613;Grua, A
15613;Pazo, O
15613;Astoxia
15613;Bertoña
15613;Cadoval
15613;Castoar
15613;Gungual
15613;Soapena
15613;Vilaron
15613;Os Covos
15613;Os Paces
15613;Bouza, A
15613;Buiña, A
15613;Lagoa, A
15613;Lombo, O
15613;Porta, A
15613;Pouso, O
15613;Seixo, O
15613;Teixo, O
15613;Veiga, A
15613;Mouriñas
15613;Estoxa, A
15613;Penedo, O
15613;Rexidoiro
15613;Sellabreo
15613;Barbela, A
15613;Cadaval, O
